ID,Punto_Partida,Punto_Llegada,Distancia (km),Tiempo (min),Precio (S/),Empresa_Courier
1D423,San Juan de Lurigancho,Lurigancho,6.52,29,16,Serpost
1D423,San Juan de Lurigancho,Lurigancho,6.52,64,16,DHL Express Perú
1D424,Ancón,La Punta,25.13,119,26,Olva Courier
1D424,Ancón,La Punta,25.13,65,23,Serpost
1D424,Ancón,La Punta,25.13,54,11,DHL Express Perú
1D425,Chorrillos,Ancón,21.66,111,13,Olva Courier
1D425,Chorrillos,Ancón,21.66,93,13,Serpost
1D425,Chorrillos,Ancón,21.66,22,13,DHL Express Perú
1D426,Jesús María,Lince,5.15,86,17,Olva Courier
1D426,Jesús María,Lince,5.15,61,19,Serpost
1D426,Jesús María,Lince,5.15,74,16,DHL Express Perú
1D427,El Agustino,San Luis,12.13,101,11,Olva Courier
1D427,El Agustino,San Luis,12.13,104,18,Serpost
1D427,El Agustino,San Luis,12.13,29,12,DHL Express Perú
1D428,Rímac,Chorrillos,5.82,116,23,Olva Courier
1D428,Rímac,Chorrillos,5.82,69,13,Serpost
1D428,Rímac,Chorrillos,5.82,77,25,DHL Express Perú
1D429,Pachacámac,Cieneguilla,21.04,35,11,Olva Courier
1D429,Pachacámac,Cieneguilla,21.04,48,22,Serpost
1D429,Pachacámac,Cieneguilla,21.04,92,21,DHL Express Perú
1D430,San Luis,Ventanilla,26.33,67,9,Olva Courier
1D430,San Luis,Ventanilla,26.33,27,10,Serpost
1D430,San Luis,Ventanilla,26.33,83,22,DHL Express Perú
1D431,Lince,Ate,10.03,22,20,Olva Courier
1D431,Lince,Ate,10.03,69,15,Serpost
1D431,Lince,Ate,10.03,109,22,DHL Express Perú
1D432,Independencia,Santa Anita,15.15,52,19,Olva Courier
1D432,Independencia,Santa Anita,15.15,23,23,Serpost
1D432,Independencia,Santa Anita,15.15,48,20,DHL Express Perú
1D433,San Isidro,Villa El Salvador,25.54,110,19,Olva Courier
1D433,San Isidro,Villa El Salvador,25.54,49,19,Serpost
1D433,San Isidro,Villa El Salvador,25.54,117,11,DHL Express Perú
1D434,Magdalena del Mar,La Victoria,7.76,103,19,Olva Courier
1D434,Magdalena del Mar,La Victoria,7.76,97,23,Serpost
1D434,Magdalena del Mar,La Victoria,7.76,40,11,DHL Express Perú
1D435,Miraflores,La Punta,28.73,43,14,Olva Courier
1D435,Miraflores,La Punta,28.73,80,17,Serpost
1D435,Miraflores,La Punta,28.73,104,15,DHL Express Perú
1D436,Los Olivos,Santa Rosa,25.35,114,22,Olva Courier
1D436,Los Olivos,Santa Rosa,25.35,100,24,Serpost
1D436,Los Olivos,Santa Rosa,25.35,87,22,DHL Express Perú
1D437,Ate,Pucusana,19.67,69,22,Olva Courier
1D437,Ate,Pucusana,19.67,59,23,Serpost
1D437,Ate,Pucusana,19.67,42,15,DHL Express Perú
1D438,Pucusana,San Juan de Lurigancho,21.06,66,25,Olva Courier
1D438,Pucusana,San Juan de Lurigancho,21.06,102,27,Serpost
1D438,Pucusana,San Juan de Lurigancho,21.06,38,19,DHL Express Perú
1D439,Surquillo,Los Olivos,20.25,25,12,Olva Courier
1D439,Surquillo,Los Olivos,20.25,51,19,Serpost
1D439,Surquillo,Los Olivos,20.25,74,19,DHL Express Perú
1D440,Pucusana,Pueblo Libre,25.28,44,10,Olva Courier
1D440,Pucusana,Pueblo Libre,25.28,20,16,Serpost
1D440,Pucusana,Pueblo Libre,25.28,123,17,DHL Express Perú
1D441,San Borja,Pueblo Libre,10.21,123,13,Olva Courier
1D441,San Borja,Pueblo Libre,10.21,64,23,Serpost
1D441,San Borja,Pueblo Libre,10.21,117,19,DHL Express Perú
1D442,Rímac,Santa Rosa,14.54,53,21,Olva Courier
1D442,Rímac,Santa Rosa,14.54,49,17,Serpost
1D442,Rímac,Santa Rosa,14.54,73,21,DHL Express Perú
1D443,San Luis,Cercado de Lima,19.79,100,22,Olva Courier
1D443,San Luis,Cercado de Lima,19.79,103,14,Serpost
1D443,San Luis,Cercado de Lima,19.79,55,19,DHL Express Perú
1D444,Ancón,Barranco,12.44,126,16,Olva Courier
1D444,Ancón,Barranco,12.44,71,25,Serpost
1D444,Ancón,Barranco,12.44,116,25,DHL Express Perú
1D445,Bellavista,Santiago de Surco,17.46,41,19,Olva Courier
1D445,Bellavista,Santiago de Surco,17.46,126,17,Serpost
1D445,Bellavista,Santiago de Surco,17.46,33,17,DHL Express Perú
1D446,Puente Piedra,Ate,11.87,68,13,Olva Courier
1D446,Puente Piedra,Ate,11.87,84,13,Serpost
1D446,Puente Piedra,Ate,11.87,97,24,DHL Express Perú
1D447,Chaclacayo,Independencia,25.83,71,21,Olva Courier
1D447,Chaclacayo,Independencia,25.83,57,10,Serpost
1D447,Chaclacayo,Independencia,25.83,85,14,DHL Express Perú
1D448,Comas,San Martín de Porres,12.97,92,15,Olva Courier
1D448,Comas,San Martín de Porres,12.97,75,21,Serpost
1D448,Comas,San Martín de Porres,12.97,71,15,DHL Express Perú
1D449,Villa María del Triunfo,Santiago de Surco,18.77,72,14,Olva Courier
1D449,Villa María del Triunfo,Santiago de Surco,18.77,59,13,Serpost
1D449,Villa María del Triunfo,Santiago de Surco,18.77,31,10,DHL Express Perú
1D450,Santa Anita,Cercado de Lima,5.78,27,21,Olva Courier
1D450,Santa Anita,Cercado de Lima,5.78,66,12,Serpost
1D450,Santa Anita,Cercado de Lima,5.78,110,24,DHL Express Perú
1D451,La Victoria,Carmen de la Legua Reynoso,19.98,92,16,Olva Courier
1D451,La Victoria,Carmen de la Legua Reynoso,19.98,61,18,Serpost
1D451,La Victoria,Carmen de la Legua Reynoso,19.98,74,11,DHL Express Perú
1D452,Santa Anita,Santa María del Mar,23.7,42,24,Olva Courier
1D452,Santa Anita,Santa María del Mar,23.7,118,14,Serpost
1D452,Santa Anita,Santa María del Mar,23.7,104,27,DHL Express Perú
1D453,La Victoria,Callao,8.05,40,18,Olva Courier
1D453,La Victoria,Callao,8.05,18,11,Serpost
1D453,La Victoria,Callao,8.05,109,20,DHL Express Perú
1D454,San Borja,Independencia,18.8,31,14,Olva Courier
1D454,San Borja,Independencia,18.8,48,20,Serpost
1D454,San Borja,Independencia,18.8,21,13,DHL Express Perú
1D455,Mi Perú,Santa María del Mar,23.08,112,13,Olva Courier
1D455,Mi Perú,Santa María del Mar,23.08,66,16,Serpost
1D455,Mi Perú,Santa María del Mar,23.08,111,18,DHL Express Perú
1D456,San Bartolo,Lurín,23.89,89,24,Olva Courier
1D456,San Bartolo,Lurín,23.89,93,13,Serpost
1D456,San Bartolo,Lurín,23.89,28,10,DHL Express Perú
1D457,Ate,Santa María del Mar,5.72,61,24,Olva Courier
1D457,Ate,Santa María del Mar,5.72,112,18,Serpost
1D457,Ate,Santa María del Mar,5.72,118,14,DHL Express Perú
1D458,Chaclacayo,Santa Rosa,29.75,76,21,Olva Courier
1D458,Chaclacayo,Santa Rosa,29.75,125,17,Serpost
1D458,Chaclacayo,Santa Rosa,29.75,67,22,DHL Express Perú
1D459,San Luis,San Bartolo,15.92,115,27,Olva Courier
1D459,San Luis,San Bartolo,15.92,44,21,Serpost
1D459,San Luis,San Bartolo,15.92,20,12,DHL Express Perú
1D460,Pucusana,Carabayllo,8.64,51,14,Olva Courier
1D460,Pucusana,Carabayllo,8.64,33,16,Serpost
1D460,Pucusana,Carabayllo,8.64,74,13,DHL Express Perú
1D461,Pachacámac,San Miguel,10.8,31,16,Olva Courier
1D461,Pachacámac,San Miguel,10.8,38,21,Serpost
1D461,Pachacámac,San Miguel,10.8,46,23,DHL Express Perú
1D462,San Isidro,Santa Rosa,15.58,35,25,Olva Courier
1D462,San Isidro,Santa Rosa,15.58,31,21,Serpost
1D462,San Isidro,Santa Rosa,15.58,70,11,DHL Express Perú
1D463,San Luis,Magdalena del Mar,17.43,79,21,Olva Courier
1D463,San Luis,Magdalena del Mar,17.43,78,19,Serpost
1D463,San Luis,Magdalena del Mar,17.43,92,9,DHL Express Perú
1D464,San Juan de Miraflores,La Perla,14.33,44,27,Olva Courier
1D464,San Juan de Miraflores,La Perla,14.33,46,21,Serpost
1D464,San Juan de Miraflores,La Perla,14.33,36,20,DHL Express Perú
1D465,Bellavista,Independencia,29.22,22,11,Olva Courier
1D465,Bellavista,Independencia,29.22,67,26,Serpost
1D465,Bellavista,Independencia,29.22,38,17,DHL Express Perú
1D466,Carmen de la Legua Reynoso,Pachacámac,21.1,67,23,Olva Courier
1D466,Carmen de la Legua Reynoso,Pachacámac,21.1,91,23,Serpost
1D466,Carmen de la Legua Reynoso,Pachacámac,21.1,106,24,DHL Express Perú
1D467,Breña,Barranco,13.22,69,21,Olva Courier
1D467,Breña,Barranco,13.22,98,20,Serpost
1D467,Breña,Barranco,13.22,99,23,DHL Express Perú
1D468,Ancón,Punta Hermosa,18.44,55,24,Olva Courier
1D468,Ancón,Punta Hermosa,18.44,82,20,Serpost
1D468,Ancón,Punta Hermosa,18.44,50,17,DHL Express Perú
1D469,Lurín,Callao,11.79,78,10,Olva Courier
1D469,Lurín,Callao,11.79,101,23,Serpost
1D469,Lurín,Callao,11.79,77,23,DHL Express Perú
1D470,Cieneguilla,Lurigancho,29.71,29,26,Olva Courier
1D470,Cieneguilla,Lurigancho,29.71,100,15,Serpost
1D470,Cieneguilla,Lurigancho,29.71,31,11,DHL Express Perú
1D471,Punta Hermosa,Los Olivos,12.04,70,21,Olva Courier
1D471,Punta Hermosa,Los Olivos,12.04,62,12,Serpost
1D471,Punta Hermosa,Los Olivos,12.04,20,9,DHL Express Perú
1D472,Magdalena del Mar,San Luis,5.56,71,14,Olva Courier
1D472,Magdalena del Mar,San Luis,5.56,81,19,Serpost
1D472,Magdalena del Mar,San Luis,5.56,112,17,DHL Express Perú
1D473,Comas,La Punta,8.86,43,24,Olva Courier
1D473,Comas,La Punta,8.86,97,14,Serpost
1D473,Comas,La Punta,8.86,57,19,DHL Express Perú
1D474,San Luis,Punta Hermosa,10.7,22,22,Olva Courier
1D474,San Luis,Punta Hermosa,10.7,122,13,Serpost
1D474,San Luis,Punta Hermosa,10.7,43,25,DHL Express Perú
1D475,Magdalena del Mar,Pucusana,7.32,119,20,Olva Courier
1D475,Magdalena del Mar,Pucusana,7.32,98,21,Serpost
1D475,Magdalena del Mar,Pucusana,7.32,108,18,DHL Express Perú
1D476,Pachacámac,Cieneguilla,17.36,124,18,Olva Courier
1D476,Pachacámac,Cieneguilla,17.36,100,19,Serpost
1D476,Pachacámac,Cieneguilla,17.36,115,24,DHL Express Perú
1D477,Punta Negra,Breña,6.38,69,14,Olva Courier
1D477,Punta Negra,Breña,6.38,106,12,Serpost
1D477,Punta Negra,Breña,6.38,88,17,DHL Express Perú
1D478,La Molina,Ventanilla,9.08,99,19,Olva Courier
1D478,La Molina,Ventanilla,9.08,88,19,Serpost
1D478,La Molina,Ventanilla,9.08,56,24,DHL Express Perú
1D479,Rímac,Pachacámac,15.55,117,17,Olva Courier
1D479,Rímac,Pachacámac,15.55,67,23,Serpost
1D479,Rímac,Pachacámac,15.55,80,18,DHL Express Perú
1D480,Ventanilla,Ancón,26.91,111,19,Olva Courier
1D480,Ventanilla,Ancón,26.91,70,20,Serpost
1D480,Ventanilla,Ancón,26.91,33,15,DHL Express Perú
1D481,Barranco,San Miguel,18.43,114,21,Olva Courier
1D481,Barranco,San Miguel,18.43,113,24,Serpost
1D481,Barranco,San Miguel,18.43,110,13,DHL Express Perú
1D482,Jesús María,Pueblo Libre,25.38,28,12,Olva Courier
1D482,Jesús María,Pueblo Libre,25.38,110,24,Serpost
1D482,Jesús María,Pueblo Libre,25.38,59,17,DHL Express Perú
1D483,Rímac,Santa María del Mar,8.36,25,16,Olva Courier
1D483,Rímac,Santa María del Mar,8.36,99,15,Serpost
1D483,Rímac,Santa María del Mar,8.36,30,15,DHL Express Perú
1D484,La Punta,El Agustino,18.37,21,20,Olva Courier
1D484,La Punta,El Agustino,18.37,77,12,Serpost
1D484,La Punta,El Agustino,18.37,119,23,DHL Express Perú
1D485,Bellavista,Cieneguilla,18.74,46,13,Olva Courier
1D485,Bellavista,Cieneguilla,18.74,70,18,Serpost
1D485,Bellavista,Cieneguilla,18.74,120,13,DHL Express Perú
1D486,Chaclacayo,Lurigancho,26.02,35,17,Olva Courier
1D486,Chaclacayo,Lurigancho,26.02,98,23,Serpost
1D486,Chaclacayo,Lurigancho,26.02,116,13,DHL Express Perú
1D487,Jesús María,Jesús María,11.98,107,24,Olva Courier
1D487,Jesús María,Jesús María,11.98,80,26,Serpost
1D487,Jesús María,Jesús María,11.98,124,16,DHL Express Perú
1D488,Barranco,Santiago de Surco,23.1,56,20,Olva Courier
1D488,Barranco,Santiago de Surco,23.1,92,25,Serpost
1D488,Barranco,Santiago de Surco,23.1,119,17,DHL Express Perú
1D489,San Juan de Lurigancho,Chorrillos,26.15,114,24,Olva Courier
1D489,San Juan de Lurigancho,Chorrillos,26.15,35,13,Serpost
1D489,San Juan de Lurigancho,Chorrillos,26.15,21,14,DHL Express Perú
1D490,Cercado de Lima,San Isidro,23.59,26,18,Olva Courier
1D490,Cercado de Lima,San Isidro,23.59,104,21,Serpost
1D490,Cercado de Lima,San Isidro,23.59,45,27,DHL Express Perú
1D491,La Victoria,Santiago de Surco,24.0,119,17,Olva Courier
1D491,La Victoria,Santiago de Surco,24.0,122,13,Serpost
1D491,La Victoria,Santiago de Surco,24.0,72,15,DHL Express Perú
1D492,Puente Piedra,Los Olivos,11.82,115,26,Olva Courier
1D492,Puente Piedra,Los Olivos,11.82,83,25,Serpost
1D492,Puente Piedra,Los Olivos,11.82,28,20,DHL Express Perú
1D493,Villa El Salvador,Comas,9.62,52,16,Olva Courier
1D493,Villa El Salvador,Comas,9.62,29,17,Serpost
1D493,Villa El Salvador,Comas,9.62,106,20,DHL Express Perú
1D494,San Juan de Lurigancho,Pueblo Libre,16.22,59,24,Olva Courier
1D494,San Juan de Lurigancho,Pueblo Libre,16.22,35,23,Serpost
1D494,San Juan de Lurigancho,Pueblo Libre,16.22,46,17,DHL Express Perú
1D495,San Luis,Villa El Salvador,6.01,59,24,Olva Courier
1D495,San Luis,Villa El Salvador,6.01,35,21,Serpost
1D495,San Luis,Villa El Salvador,6.01,30,16,DHL Express Perú
1D496,San Juan de Miraflores,La Victoria,23.6,87,20,Olva Courier
1D496,San Juan de Miraflores,La Victoria,23.6,91,17,Serpost
1D496,San Juan de Miraflores,La Victoria,23.6,47,22,DHL Express Perú
1D497,Mi Perú,San Borja,22.55,39,22,Olva Courier
1D497,Mi Perú,San Borja,22.55,38,26,Serpost
1D497,Mi Perú,San Borja,22.55,123,21,DHL Express Perú
1D498,San Miguel,El Agustino,25.58,29,16,Olva Courier
1D498,San Miguel,El Agustino,25.58,124,12,Serpost
1D498,San Miguel,El Agustino,25.58,64,10,DHL Express Perú
1D499,Surquillo,Breña,14.44,52,24,Olva Courier
1D499,Surquillo,Breña,14.44,113,21,Serpost
1D499,Surquillo,Breña,14.44,51,19,DHL Express Perú
1D500,Surquillo,Breña,11.89,96,17,Olva Courier
1D500,Surquillo,Breña,11.89,93,20,Serpost
1D500,Surquillo,Breña,11.89,49,22,DHL Express Perú
1D501,Santa María del Mar,Santa Anita,25.8,101,17,Olva Courier
1D501,Santa María del Mar,Santa Anita,25.8,53,15,Serpost
1D501,Santa María del Mar,Santa Anita,25.8,49,21,DHL Express Perú
1D502,Carabayllo,Cercado de Lima,26.56,67,23,Olva Courier
1D502,Carabayllo,Cercado de Lima,26.56,115,15,Serpost
1D502,Carabayllo,Cercado de Lima,26.56,52,23,DHL Express Perú
1D503,Ate,Lurigancho,16.03,30,15,Olva Courier
1D503,Ate,Lurigancho,16.03,38,20,Serpost
1D503,Ate,Lurigancho,16.03,98,14,DHL Express Perú
1D504,Independencia,Lurín,25.0,92,23,Olva Courier
1D504,Independencia,Lurín,25.0,74,16,Serpost
1D504,Independencia,Lurín,25.0,89,21,DHL Express Perú
1D505,Surquillo,Mi Perú,21.62,73,24,Olva Courier
1D505,Surquillo,Mi Perú,21.62,64,16,Serpost
1D505,Surquillo,Mi Perú,21.62,115,25,DHL Express Perú
1D506,Miraflores,Villa María del Triunfo,20.07,53,11,Olva Courier
1D506,Miraflores,Villa María del Triunfo,20.07,78,15,Serpost
1D506,Miraflores,Villa María del Triunfo,20.07,45,24,DHL Express Perú
1D507,La Punta,San Bartolo,28.51,74,19,Olva Courier
1D507,La Punta,San Bartolo,28.51,62,22,Serpost
1D507,La Punta,San Bartolo,28.51,106,13,DHL Express Perú
1D508,Carabayllo,La Punta,7.84,53,25,Olva Courier
1D508,Carabayllo,La Punta,7.84,21,20,Serpost
1D508,Carabayllo,La Punta,7.84,28,11,DHL Express Perú
1D509,Miraflores,Jesús María,7.41,52,24,Olva Courier
1D509,Miraflores,Jesús María,7.41,124,17,Serpost
1D509,Miraflores,Jesús María,7.41,85,19,DHL Express Perú
1D510,Magdalena del Mar,San Isidro,28.11,65,15,Olva Courier
1D510,Magdalena del Mar,San Isidro,28.11,91,21,Serpost
1D510,Magdalena del Mar,San Isidro,28.11,104,23,DHL Express Perú
1D511,Santiago de Surco,San Martín de Porres,27.67,51,21,Olva Courier
1D511,Santiago de Surco,San Martín de Porres,27.67,25,14,Serpost
1D511,Santiago de Surco,San Martín de Porres,27.67,50,19,DHL Express Perú
1D512,Barranco,Chaclacayo,12.92,83,15,Olva Courier
1D512,Barranco,Chaclacayo,12.92,92,26,Serpost
1D512,Barranco,Chaclacayo,12.92,20,12,DHL Express Perú
1D513,Chaclacayo,Jesús María,5.35,120,21,Olva Courier
1D513,Chaclacayo,Jesús María,5.35,114,20,Serpost
1D513,Chaclacayo,Jesús María,5.35,57,23,DHL Express Perú
1D514,La Molina,Barranco,27.73,42,20,Olva Courier
1D514,La Molina,Barranco,27.73,112,14,Serpost
1D514,La Molina,Barranco,27.73,47,21,DHL Express Perú
1D515,Lurigancho,Pucusana,13.6,105,19,Olva Courier
1D515,Lurigancho,Pucusana,13.6,43,16,Serpost
1D515,Lurigancho,Pucusana,13.6,60,23,DHL Express Perú
1D516,San Martín de Porres,Ventanilla,12.12,104,21,Olva Courier
1D516,San Martín de Porres,Ventanilla,12.12,24,22,Serpost
1D516,San Martín de Porres,Ventanilla,12.12,101,15,DHL Express Perú
1D517,Independencia,Chorrillos,11.37,24,22,Olva Courier
1D517,Independencia,Chorrillos,11.37,110,18,Serpost
1D517,Independencia,Chorrillos,11.37,56,26,DHL Express Perú
1D518,Santa María del Mar,San Luis,26.55,41,21,Olva Courier
1D518,Santa María del Mar,San Luis,26.55,34,10,Serpost
1D518,Santa María del Mar,San Luis,26.55,92,23,DHL Express Perú
1D519,San Luis,Villa María del Triunfo,19.24,43,20,Olva Courier
1D519,San Luis,Villa María del Triunfo,19.24,99,22,Serpost
1D519,San Luis,Villa María del Triunfo,19.24,38,22,DHL Express Perú
1D520,La Molina,Santa Rosa,18.28,34,15,Olva Courier
1D520,La Molina,Santa Rosa,18.28,36,15,Serpost
1D520,La Molina,Santa Rosa,18.28,123,22,DHL Express Perú
1D521,Independencia,Comas,19.95,113,25,Olva Courier
1D521,Independencia,Comas,19.95,62,25,Serpost
1D521,Independencia,Comas,19.95,95,11,DHL Express Perú
1D522,Breña,Carmen de la Legua Reynoso,23.11,84,12,Olva Courier
1D522,Breña,Carmen de la Legua Reynoso,23.11,60,23,Serpost
1D522,Breña,Carmen de la Legua Reynoso,23.11,69,13,DHL Express Perú
1D523,Rímac,Ancón,7.3,29,24,Olva Courier
1D523,Rímac,Ancón,7.3,122,20,Serpost
1D523,Rímac,Ancón,7.3,86,17,DHL Express Perú
1D524,Carmen de la Legua Reynoso,San Borja,16.05,45,19,Olva Courier
1D524,Carmen de la Legua Reynoso,San Borja,16.05,43,14,Serpost
1D524,Carmen de la Legua Reynoso,San Borja,16.05,42,26,DHL Express Perú
1D525,Carmen de la Legua Reynoso,Jesús María,22.79,86,24,Olva Courier
1D525,Carmen de la Legua Reynoso,Jesús María,22.79,93,19,Serpost
1D525,Carmen de la Legua Reynoso,Jesús María,22.79,124,17,DHL Express Perú
1D526,San Isidro,Breña,5.45,43,21,Olva Courier
1D526,San Isidro,Breña,5.45,67,13,Serpost
1D526,San Isidro,Breña,5.45,41,15,DHL Express Perú
1D527,La Victoria,Bellavista,24.56,106,21,Olva Courier
1D527,La Victoria,Bellavista,24.56,114,12,Serpost
1D527,La Victoria,Bellavista,24.56,53,13,DHL Express Perú
1D528,El Agustino,Santa Rosa,14.01,74,23,Olva Courier
1D528,El Agustino,Santa Rosa,14.01,69,14,Serpost
1D528,El Agustino,Santa Rosa,14.01,49,15,DHL Express Perú
1D529,La Punta,Ancón,24.44,63,22,Olva Courier
1D529,La Punta,Ancón,24.44,35,18,Serpost
1D529,La Punta,Ancón,24.44,77,22,DHL Express Perú
1D530,Lince,Independencia,16.0,51,16,Olva Courier
1D530,Lince,Independencia,16.0,73,11,Serpost
1D530,Lince,Independencia,16.0,121,12,DHL Express Perú
1D531,Lurigancho,Pucusana,16.42,56,23,Olva Courier
1D531,Lurigancho,Pucusana,16.42,74,15,Serpost
1D531,Lurigancho,Pucusana,16.42,119,21,DHL Express Perú
1D532,Pueblo Libre,La Punta,10.05,58,14,Olva Courier
1D532,Pueblo Libre,La Punta,10.05,59,11,Serpost
1D532,Pueblo Libre,La Punta,10.05,34,16,DHL Express Perú
1D533,La Molina,Punta Negra,11.29,54,11,Olva Courier
1D533,La Molina,Punta Negra,11.29,74,13,Serpost
1D533,La Molina,Punta Negra,11.29,69,12,DHL Express Perú
1D534,La Punta,San Martín de Porres,27.61,117,16,Olva Courier
1D534,La Punta,San Martín de Porres,27.61,32,22,Serpost
1D534,La Punta,San Martín de Porres,27.61,82,18,DHL Express Perú
1D535,Cercado de Lima,Ventanilla,11.14,81,9,Olva Courier
1D535,Cercado de Lima,Ventanilla,11.14,71,23,Serpost
1D535,Cercado de Lima,Ventanilla,11.14,65,24,DHL Express Perú
1D536,San Bartolo,Chorrillos,22.3,76,21,Olva Courier
1D536,San Bartolo,Chorrillos,22.3,114,10,Serpost
1D536,San Bartolo,Chorrillos,22.3,71,21,DHL Express Perú
1D537,Jesús María,Punta Hermosa,23.18,24,14,Olva Courier
1D537,Jesús María,Punta Hermosa,23.18,50,18,Serpost
1D537,Jesús María,Punta Hermosa,23.18,114,17,DHL Express Perú
1D538,Chaclacayo,Pucusana,27.26,82,16,Olva Courier
1D538,Chaclacayo,Pucusana,27.26,113,15,Serpost
1D538,Chaclacayo,Pucusana,27.26,76,15,DHL Express Perú
1D539,Puente Piedra,Pueblo Libre,13.91,73,26,Olva Courier
1D539,Puente Piedra,Pueblo Libre,13.91,38,16,Serpost
1D539,Puente Piedra,Pueblo Libre,13.91,25,16,DHL Express Perú
1D540,Villa El Salvador,Santa María del Mar,9.52,71,20,Olva Courier
1D540,Villa El Salvador,Santa María del Mar,9.52,61,16,Serpost
1D540,Villa El Salvador,Santa María del Mar,9.52,63,14,DHL Express Perú
1D541,Chaclacayo,Breña,28.08,89,11,Olva Courier
1D541,Chaclacayo,Breña,28.08,22,13,Serpost
1D541,Chaclacayo,Breña,28.08,78,25,DHL Express Perú
1D542,Surquillo,Villa María del Triunfo,28.68,126,22,Olva Courier
1D542,Surquillo,Villa María del Triunfo,28.68,116,20,Serpost
1D542,Surquillo,Villa María del Triunfo,28.68,124,21,DHL Express Perú
1D543,Cercado de Lima,Villa El Salvador,28.96,53,16,Olva Courier
1D543,Cercado de Lima,Villa El Salvador,28.96,120,19,Serpost
1D543,Cercado de Lima,Villa El Salvador,28.96,69,15,DHL Express Perú
1D544,San Martín de Porres,Barranco,23.32,113,17,Olva Courier
1D544,San Martín de Porres,Barranco,23.32,112,14,Serpost
1D544,San Martín de Porres,Barranco,23.32,41,18,DHL Express Perú
1D545,Pueblo Libre,Carmen de la Legua Reynoso,6.29,70,15,Olva Courier
1D545,Pueblo Libre,Carmen de la Legua Reynoso,6.29,26,25,Serpost
1D545,Pueblo Libre,Carmen de la Legua Reynoso,6.29,34,15,DHL Express Perú
1D546,La Perla,Pueblo Libre,9.25,28,25,Olva Courier
1D546,La Perla,Pueblo Libre,9.25,100,23,Serpost
1D546,La Perla,Pueblo Libre,9.25,38,17,DHL Express Perú
1D547,San Juan de Miraflores,San Martín de Porres,17.42,102,15,Olva Courier
